id,title,date,content,url
751729,고용노동부 IT교육 모집 안내(모집기간 연장),2025-04-28,"안녕하세요 컴퓨터과학과입니다.





고용노동부에서 시행하는 IT 교육 안내드립니다.

관심있는 학우님들께서는 아래 링크 접속하여 신청하시기 바랍니다.





📌 과  정  명 : 생성형 AI를 활용한 미디어 콘텐츠 크리에이터 캠프
📌 모집기간 : 25. 04. 07. ~ 25. 05. 18


📌 교육기간 : 25. 06. 23. ~ 25. 08. 22.

 📌 교육시간 : 09:00 ~ 18:00 (월 ~ 금, 주 5일)

 📌 교육장소 : 실시간 온라인 강의장(ZOOM)
 
✅ 내일배움카드 발급 및 수강 가능자
✅ 2개월간 온라인 수업 참여 가능자
✅ 수료 후 관련 분야로 취/창업 예정자
       ※ 비전공자 지원 가능
 
상세내역 홈페이지 



www.genai-hk.com



📢 상세 일정은 사정에 따라 변경될 수 있습니다.",https://cs.knou.ac.kr/bbs/cs1/2119/751729/artclView.do
751248,★ 2025 컴퓨터과학과 총장배 소프트웨어경진대회 공지사항 ★,2025-04-24,"2025 컴퓨터과학과 총장배 소프트웨어경진대회




대회 목적

	

  ▶컴퓨터과학과 재학생들의 소프트웨어 개발 능력 및 실무 관련 능력을 향상하고, 최신기술 및 지식 습득을 통하여 경쟁력을 높이는 기회를 제공함




참가대상

	

▶ 컴퓨터과학과 재학생만 참가 가능(2025학년도 1학기 기준)

▶ 복수전공자의 경우 주전공 컴퓨터과학과 학생만 가능




출품 분야

	

▶ 게임, 멀티미디어, 유틸리티, 모바일 앱 등 모든 응용 분야




가산점

	

▶ 컴퓨터과학과 교과과정에서 배운 수업 내용을 응용한 경우

▶ 팀(스터디 또는 학생회 등)으로 참가한 경우




유의사항


	

▶ 타인의 저작권을 침해하거나 도용한 작품 또는 회사 소유의 상업적으로 사용하는 작품은 응모할 수 없으며 추후 적발 시 입상 취소 및 민형사상의 책임을 물음.

▶ 출품작의 저작권은 참가자(또는 참가 팀)에게 있음. 다만, 학과는 출품작의 홍보, 전시 등을 위한 비영리적 사용권을 가질 수 있음.

▶ 출품작은 기본적으로 소스코드 공개를 원칙으로 함. 다만, 참가자의 요청 및 학과와 협의에 따라 소스코드 공개 수준을 선택할 수 있음.

▶ 출품작에 포함된 공개소스는 사용 내역과 라이선스 정보를 <참가신청서>에 명확히 표기하고, 라이선스 규정을 철저히 준수해야 함.




주요일정

	

참가 신청 및 작품 제출

	

2025. 5. 26.(월) ~ 7. 25.(금)


	

▶ 첨부파일 ‘소프트웨어경진대회참가신청서’ 제출

▶ 작품제출: 하단 「제출물」 참조

▶ 메일접수: dp34@mail.knou.ac.kr 

(메일제목에 [소프트웨어경진대회 참가 신청_ㅇㅇㅇ]으로 표기)

※ 대용량 시 CD 또는 USB로 우편 제출 또는 구글 드라이브 다운로드 링크 제출

주소: (03087) 서울 종로구 대학로 86 (동숭동) 한국방송통신대학교 본관 510호 컴퓨터과학과 사무실




1차 심사 발표

	

2025. 8. 8.(금)

	

▶ 학과 홈페이지 공지 및 개별연락




수상자 작품 전시 발표


	

2025.8. 30.(토)

	

▶ 전시방식: 온라인(링크 추후 공지)

▶ 전시대상: 전체 참가 작품(변동 가능)

▶ 발표대상: 대상, 금상, 은상, 동상 후보자(팀)

(작품설명 8분, 질의응답 5분)

※ 발표 당일 불참할 경우 심사에서 제외함

※ 발표 시간 초과시 바로 중단




시상

	

2025. 8. 31.(일)

	

▶ 상장, 부상 (입상자)

▶ 인기상 (참가팀 중 추첨)

※ 발표 당일 불참할 경우 시상에서 제외함




제출물

(심사 및 게재용)

	

▶ 참가신청서 작성 제출 (첨부파일 확인)

▶ 실행 가능 상태의 응용 프로그램, 실행 방법 및 소스파일

▶ 발표자료 파일(파워포인트, 시연 영상)

※ 자유 서식. 단, 개발목적 및 배경, 내용 및 방법, 프로그램의 구조, 실행 예, 결론은 반드시 포함 시킬 것




대회 당일

발표자 준비사항

	

▶ 작품설명 동영상 (사전에 개별 공지)

▶ 대회 시작 30분전까지 발표 사전준비 완료
(발표자료, 영상자료 등 발표시 필요한 모든 자료 상태 점검 등)




기타

	

▶ 장려상 입상자의 경우 작품 발표 없이 시상만 진행할 예정임.

▶ 총장상을 제외한 학과 차원에서 시상하는 상장은 교내 포상내역에 미등재됨.

▶ 2인 이상 팀 접수의 경우 상장 및 부상은 대표자 1인에게만 교부

▶ 상금 및 상품은 학과운영 상황에 따라 변경 될 수 있음




문의

	

▶ 컴퓨터과학과 사무실: 02-3668-4650 




첨부파일

	

▶ 소프트웨어경진대회 참가신청서",https://cs.knou.ac.kr/bbs/cs1/2119/751248/artclView.do
735327,★ 2025학년도 1학기 컴퓨터과학과 튜터 및 학생회 & 스터디 명단 ★,2025-01-24,"안녕하세요.

컴퓨터과학과입니다.




2025학년도 1학기 컴퓨터과학과 튜터 및 학생회 & 스터디 명단을 공개하오니 참고하시기 바랍니다.


감사합니다.







<2025학년도 1학기 컴퓨터과학과 튜터 명단>




학년	1학년 과목	과목담당교수
1	

유비쿼터스컴퓨팅개론

	

정광식




파이썬프로그래밍기초

	

정재화




지역 구분

	

성명




서울,부산

	

김남희




서울남부,인천,대전충남,울산

	

민정숙





경기,강원,충북,경남,광주전남,제주

	

서경애




총계

	

3명







학년

	

2학년 과목

	

과목담당교수

	







2

	

HTML5웹프로그래밍

	

김희천

	







Java프로그래밍

	

이관용

	







지역 구분

	

성명

	

SNS




전 지역

	

문영준

	

다음




총계

	

1명

	










학년

	

3학년 과목

	

과목담당교수




3

	

알고리즘

	

이관용




인공지능

	

이병래




지역 구분

	

성명




서울,충북

	

박명철




경기,부산

	

김대현




인천,울산,광주전남

	

신은섭




서울남부

	

은인기




서울서부,강원,대전충남

	

김 룡




경기성남,경남

	

신정화




서울남부,제주

	

송명식




서울

	

윤성림




서울북부,인천부천

	

강신배




경기안양/안산,대구경북,전북

	

황금숙




총계

	

10명
















<2025학년도 1학기 컴퓨터과학과 스터디 명단>







지역

	

명칭

	

참여

구분

	

임원

	

홈페이지




서울

	

비트앤바이트스터디

(BNB 스터디)

	

전학년

	

이현주


	

사이트




한우리스터디

	

전학년

	

진주영

	

카페




Growth Log

	

전학년

	

안혜린

	

사이트




인천

	

ICCS

	

전학년

	

하진수

	

카페




경기

	

COM++

	

전학년

	

이효재

	

카카오톡




경남

	

CP-U

	

전학년

	

이요성

	

카페




대구 경북

	

블루스크린

	

전학년

	

김영화

	










<2025학년도 1학기 컴퓨터과학과 학생회 명단>




지역 구분

	

성명

	

SNS 링크




서울

	

도은경

	

오픈채팅

(knoucs)




밴드




경기

	

이효재

	

오픈채팅




카페




인천

	

하진수

	

오픈채팅




카페




강원

	

김정원

	

오픈채팅




대전충남

	

이재헌


	

오픈채팅




충북

	

채경아

	

오픈채팅




대구경북

	

김영화


	

오픈채팅




경남

	

이요성

	

카페




울산

	

김효정

	

오픈채팅




광주전남

	

강솔빈

	

오픈채팅
(knou2025)




부산

	

송태성

	







제주

	

오성민

	

오픈채팅",https://cs.knou.ac.kr/bbs/cs1/2119/735327/artclView.do
734206,2025학년도 컴퓨터과학과 개설교과목 안내(변경사항 추가_250530),2025-01-16,"안녕하세요,

한국방송통신대학교 컴퓨터과학과입니다.




2025학년도 컴퓨터과학과 개설교과목표를 첨부하여 드리오니, 

수강신청에 참고하여 주시기 바랍니다.




2025학년도 우리학과 교과과정 개편으로 인해 교과과정에 대한 문의가 있어

다음과 같이 현재 확정된 개편 현황을 설명드립니다. 





<2025학년도 교과과정 개편 현황>




  1) 1학년 1학기 C프로그래밍: 1학년 2학기로 개설학기 변경


  2) 1학년 1학기 세계의정치와경제(*관리학과: 문화교양학과) 신규 개설


  3) 1학년 2학기  C++프로그래밍:  폐지

  4) 2학년 2학기 오픈소스 기반 데이터 분석: 신규 개발


  5) 2학년 2학기 생활속의경제: '경제학의이해'(*관리학과: 교양교육원)로 과목명 변경 및 개편


  6) 2학년 2학기 철학의이해(*관리학과: 문화교양학과): 미편성





<추가 안내사항>

*파이썬프로그래밍기초 교과목의 교재는 2026학년도 1학기 출간 예정으로 변경되었습니다.

*개설학기 변경 된 'C프로그래밍' 과목은 2025학년도부터 이병래교수님 담당 과목으로 지정되었습니다. 

  C프로그래밍 강의매체(멀티미디어) 2025학년도 2학기에 신규 제작합니다.



<변경사항 안내>
* 기존 '파이썬 기반 데이터 분석' 과목의 교과목명이 '오픈소스 기반 데이터 분석'으로 최종 변경 되었습니다. 


* 멀티미디어시스템 2026학년도 폐강 예정으로 강의매체 신규 제작 취소되었습니다.  (현재 폐강 예정으로 확정 공지 추후 드리겠습니다.)




* 첨부된 '동일인정교과목(통합교과) 재이수 기준' 파일에서 [재이수] 및 [대체이수] 취득성적 기준이 변경되어 수정되었으므로 확인 부탁드립니다.








감사합니다.",https://cs.knou.ac.kr/bbs/cs1/2119/734206/artclView.do
669531,"컴퓨터과학과「졸업학력평가(논문, 논문대체)」폐지 공고",2023-09-04,"컴퓨터과학과 「졸업학력평가(논문, 논문대체)」 폐지 공고







안녕하세요,

한국방송통신대학교 컴퓨터과학과입니다.




[컴퓨터과학과 「졸업학력평가(논문, 논문대체)」 폐지 공고]를 다음과 같이 안내드립니다.

이전에 안내드린 대로 컴퓨터과학과의 졸업학력평가(논문, 논문대체)는 2023학년도 2학기 부로 폐지되었습니다.

- 시행일자: 2023. 09. 01. (2023학년도 2학기 현재 재학생, 신·편입생, 휴학생, 수료생 등 전체 적용)







졸업예정자 및 학우분들께서는 다음 내용을 참고해주시기 바랍니다.










□ 졸업가능여부 조회 경로

홈페이지 로그인(맞춤정보) → 학사정보 → 졸업 → 졸업자격증소요학점조회

에서 '졸업가능여부' 란에 가능 또는 불가능 확인

※ 2학기 현재 수강 중인 학점은 2학기 종강 후에 반영됩니다.










□ 자주 묻는 질문

Q1.  이번 2학기까지 수강을 하면 130학점 이상을 이수할 예정입니다. 졸업을 하기 위해서 따로 신청해야 하는 절차가 있나요?

A1.  없습니다. 졸업소요학점인 130학점 이상을 취득하시면 2024년 2월에 자동으로 졸업이 됩니다.







Q2.  당장 2024년도 2월에 졸업을 원하지 않습니다. 졸업을 미루기 위한 방법이 있나요?

A2.  성적향상 등의 목적으로 '졸업유보' 신청을 하실 수 있습니다.

A2.  졸업요건을 충족하면 다음 학기에 수강신청과 등록을 하여도 자동졸업 되므로, 졸업을 원하지 않으면 반드시 졸업유보를 신청하여야 합니다.










관련 학과 공지사항:

- 컴퓨터과학과「졸업학력평가(논문, 논문대체)」폐지 예정 안내 (2023. 05. 11)

https://cs1.knou.ac.kr/bbs/cs1/2119/656288/artclView.do?layout=unknown




관련 학교 공지사항:

- [졸업논문] 졸업학력평가(논문, 논문대체) 변경 사항 안내 (2023학년도 2학기부터 적용) (2023. 05. 25.)

https://knou.ac.kr/bbs/knou/51/658041/artclView.do?layout=unknown




- [졸업] 2023학년도 전기 졸업(2024년 2월) 유보 신청 안내(재학생 및 휴학생) (2023. 09. 01)

https://knou.ac.kr/bbs/knou/51/669064/artclView.do?layout=unknown




- 졸업요건 및 졸업소요학점 안내 등 (https://knou.ac.kr/knou/209/subview.do)










문의: 컴퓨터과학과 (DP34@knou.ac.kr, ☎02-3668-4650)",https://cs.knou.ac.kr/bbs/cs1/2119/669531/artclView.do
757831,[K-MOOC] <컴퓨터로 여는 미래사회> 강좌 오픈,2025.06.25,"안녕하세요, 학우님

우리 학과 정재화 교수님께서 한국형 온라인 공개강의 K-MOOC에 참여하셨는데요.

<컴퓨터로 여는 미래사회>이라는 과목입니다. 2024년도에 이어 2025년도 1학기가 개강되었습니다.

 

앞으로 더욱 데이터와 IT기술이 중심이 되는 사회의 변화에 맞춰 필요한 정보를 효과적으로 생산하고 응용할 수 있게 돕고자 컴퓨터 지식 전반에 대한 내용을 이해하기 쉽고 재미있게 구성한 강좌입니다.

우리 학과의 수업 <컴퓨터의 이해>, <운영 체계> 등의 강의와도 밀접한 관련이 있으니,

관심있는 학우님들의 많은 수강 부탁드립니다. (무료)

 

K-MOOC <컴퓨터로 여는 미래사회> 수강신청 방법

 

1. K-MOOC 홈페이지에 접속, 회원가입을 합니다.

https://www.kmooc.kr/

 

2. K-MOOC 홈페이지 검색창에서 <컴퓨터로 여는 미래사회>라고 검색하거나 아래 수강신청 페이지에 접속합니다.

https://www.kmooc.kr/view/course/institution/knou

 

3. 강의를 재미있게 수강합니다

 

※ 유의사항

 

- 본 강의를 들으려면 K-MOOC 홈페이지에 가입해야 합니다

- 수강신청 기간은 25.6.2(월) ~ 25.12.31(금)이며,

- 운영기간은 25.6.2(월) ~ 25.12.31(수)입니다.(K-MOOC 홈페이지 기준)

1학기: 2025.6.2(월) ~ 2025.9.12.(금)

2학기: 2025.9.15(월) ~ 2025.12.31.(수)

- 컴퓨터과학과 학점과는 무관하며, 이수증도 학과와 무관합니다.",https://cs.knou.ac.kr/bbs/cs1/2119/757831/artclView.do
757079,"폭력예방교육 특강(성폭력, 가정폭력) 안내",2025.06.18,"안녕하세요 컴퓨터과학과입니다.




아래와 같이 폭력예방교육 특강을 준비하였으니 많은 신청 바랍니다.







가. 교육명: 폭력예방교육(성폭력·가정폭력)

나. 교육일시: 2025. 6. 26.(목) 19시 ~ 20시

다. 강사: 김문미(폭력예방통합교육 강사)

라. 대상: 자연과학대학 재학생 중 사전 신청자

마. 방법: 실시간 온라인 줌(ZOOM)

바. 교육신청: https://forms.gle/55Ew9nS94X2hMrQ58 또는 붙임문서의‘QR코드’스캔

   * 신청자에 한해 ZOOM 접속링크가 별도 안내됩니다.

사. 신청기간: 2025. 6. 16.(월) ~ 6. 24.(화)

 

붙임 홍보용 카드뉴스 1부.",https://cs.knou.ac.kr/bbs/cs1/2119/757079/artclView.do
755410,2025학년도 컴퓨터과학과 개설교과목 안내(변경사항 추가_250530),2025.05.30,"* 2025학년도 2학기 개설교과목에 대한 변경사항이 있어 추가 안내드립니다.*



안녕하세요,


한국방송통신대학교 컴퓨터과학과입니다.




2025학년도 컴퓨터과학과 개설교과목표를 첨부하여 드리오니, 

수강신청에 참고하여 주시기 바랍니다.




2025학년도 우리학과 교과과정 개편으로 인해 교과과정에 대한 문의가 있어

다음과 같이 현재 확정된 개편 현황을 설명드립니다. 





<2025학년도 교과과정 개편 현황>




  1) 1학년 1학기 C프로그래밍: 1학년 2학기로 개설학기 변경


  2) 1학년 1학기 세계의정치와경제(*관리학과: 문화교양학과) 신규 개설


  3) 1학년 2학기  C++프로그래밍:  폐지

  4) 2학년 2학기 오픈소스 기반 데이터 분석: 신규 개발


  5) 2학년 2학기 생활속의경제: '경제학의이해'(*관리학과: 교양교육원)로 과목명 변경 및 개편


  6) 2학년 2학기 철학의이해(*관리학과: 문화교양학과): 미편성





<추가 안내사항>

*파이썬프로그래밍기초 교과목의 교재는 2026학년도 1학기 출간 예정으로 변경되었습니다.

*개설학기 변경 된 'C프로그래밍' 과목은 2025학년도부터 이병래교수님 담당 과목으로 지정되었습니다. 

  C프로그래밍 강의매체(멀티미디어) 2025학년도 2학기에 신규 제작합니다.


* 출석수업 실험실습 교과목은 총 4과목 입니다.(C프로그래밍, 자료구조, JSP프로그래밍, 클라우드컴퓨팅)


<변경사항 안내>
* 기존 '파이썬 기반 데이터 분석' 과목의 교과목명이 '오픈소스 기반 데이터 분석'으로 최종 변경 되었습니다. 


* 멀티미디어시스템 2026학년도 폐강 예정으로 강의매체 신규 제작 취소되었습니다.  (현재 폐강 예정으로 확정 공지 추후 드리겠습니다.)







감사합니다.",https://cs.knou.ac.kr/bbs/cs1/2119/755410/artclView.do
754986,[2025학년도 충북지역대학 컴퓨터과학과 MT행사 세부 일정 안내],2025.05.26,"[2025학년도 충북지역대학 컴퓨터과학과 MT 행사 세부 일정 안내]





충북지역 컴퓨터과학과 학생들을 위한 동문과 재학생이 함께하는 1박2일 MT행사의 세부 일정을 공지합니다.

참가하시는 학우 및 동문 여러분들의 즐겁고 유쾌한 추억을 만들 수 있는 행사가 되었으면 좋겠습니다.




◎ 일시 : 6월 21일(토요일) ~ 22일(일요일), 1박 2일

◎ 장소 : 충주 소재 성산펜션

◎ 대상 : 충북지역 컴퓨터과학과 재학생 및 동문

◎ 문의 : 학생회장(공일공-이일칠삼-이공구육)

◎ 행사일정

시 간

	

내 용




1일차

	

14:00 ~ 18:30

	

최신 트렌드 발표

다양한 게임 및 이벤트를 통한 멤버십 증진




18:30 ~ 21:00

	

저녁식사




21:30 ~

	

자유시간 및 취침




2일차

	

08:30 ~ 10:00

	

기상 및 아침식사




10:00 ~ 12:00

	

주변 산책 또는 관광(탄금대 또는 중앙탑)




12:00 ~

	

점심식사(남산쭈꾸미) 후 해산







감사합니다.",https://cs.knou.ac.kr/bbs/cs1/2119/754986/artclView.do
754680,2025학년도 우수학습동아리경진대회 신청안내,2025.05.22,"안녕하세요. 컴퓨터과학과입니다.

 

다음과 같이 2025학년도 우수학습동아리경진대회를 진행할 예정이오니 학우님들의 많은 참여 바랍니다.

 

 




<2025 우수학습동아리경진대회 신청 안내>

 

 

1. 평가기간 : 2024년 2학기 ~ 2025년 1학기

 

2. 신청기간 : 2025.07.01. (월) ~ 07.31. (수)

 

3. 심사발표 : 2025. 8. 31.(일) 한마당대회 행사 당일 예정

 

4. 신청방법 : dp34@mail.knou.ac.kr 로 이메일 제출 (메일제목 : 우수학습동아리_지역대학명)

 

5. 제출파일: 첨부파일 2, 3, 4를 모두 작성하여 활동보고서 및 증빙서류와 함께 제출 ※ 미제출시 수여 대상에서 제외

 

6. 대회 관련 사항

 

- 학과에서 평가기준표를 기준으로 우수 학습동아리 심사/선정(첨부 1)

 

- 온/오프라인 활동이 있는 학습동아리에 한해서 격려 차원의 포상 지급.

 

- 우수학습동아리 평가 시 <2024 한마당축제> / <2025 SW경진대회> 참여도를 반영함.


 

- 구성원 중 한 명은 반드시 2025 한마당대회 (2025.8.30.(토) ~ 8.31.(일))에 참여하여야 함. (불참 시 차순위자에게 시상)

 

- 기일 내에 보고서를 제출한 학습동아리를 대상으로 함.

 

- 개인정보 활용 동의서는 학습동아리 구성원 각 개인의 동의를 요함.

 

 

 

[첨부파일]

 

1. 2025_우수학습동아리 평가기준표.hwp

 

2. 2025_우수학습동아리보고서.hwp

 

3. 2025_우수학습동아리구성원.xls

 

4. 2025_개인정보 활용 동의서.hwp

 

 

 

컴퓨터과학과 학우님들의 많은 관심과 신청 부탁 드립니다.

 

감사합니다.",https://cs.knou.ac.kr/bbs/cs1/2119/754680/artclView.do
